id,fan_value,neuroticism,agreeableness,extraversion,conscientiousness,openness,personality,values_h,needs,interests,ach,ben,con,dir,hed,pow,sec,sti,tra,uni,cha,clo,cur,est,exc,exp,har,ide,lib,lov,pra,str
122,0,85,4,1,5,95,openness,benevolence,self-expresion,"politics|health, hygiene and welfare|philosophy|financial, banks and economy|electronics and computers|ngos and causes|leisure and entertainment|art and culture|feeding|professional services",9,1,6,1,4,9,6,6,5,1,6,12,2,11,5,1,6,6,3,9,10,3
123,1,60,96,55,15,25,agreeableness,self-direction,stability,"motor|electronics and computers|industry and energy|insurance|environment|health, hygiene and welfare|financial, banks and economy|feeding|fashion|art and culture",8,3,6,1,3,10,6,5,9,1,4,12,11,1,1,4,6,10,6,8,8,1
124,1,30,60,98,5,98,openness,self-indulgence,challenge,"financial, banks and economy|electronics and computers|feeding|politics|education|books|health, hygiene and welfare|leisure and entertainment|comic|motor",8,3,5,10,1,9,1,6,6,4,1,12,1,6,7,9,9,3,5,7,9,4
125,0,65,96,75,98,98,openness,benevolence,challenge,"sports|professional services|politics|health, hygiene and welfare|religion|alcoholic drinks|financial, banks and economy|feeding|media|drinks without alcohol",8,1,4,2,7,8,6,10,4,2,1,12,5,11,3,5,8,9,2,7,4,9
126,0,10,5,5,25,96,openness,benevolence,practicality,,6,1,9,6,4,9,1,8,4,1,9,12,2,4,4,2,7,9,4,9,1,7
127,2,60,1,5,60,85,openness,benevolence,challenge,"health, hygiene and welfare|politics|art and culture|leisure and entertainment|philosophy|feeding|professional services|tv and radio|home and housing|electronics and computers",7,1,9,5,3,10,5,7,1,3,1,12,1,9,3,7,9,4,5,5,9,7
128,1,97,1,90,1,75,neuroticism,security,curiosity,"politics|military|financial, banks and economy|feeding|electronics and computers|health, hygiene and welfare|religion|ngos and causes|industry and energy|philosophy",8,3,7,6,4,8,1,8,4,1,10,12,1,3,9,8,3,2,3,6,11,7
129,1,30,4,20,80,65,conscientiousness,benevolence,curiosity,,6,1,3,3,6,10,8,8,5,1,2,12,1,11,4,3,10,8,4,7,9,6
130,1,85,10,3,10,10,neuroticism,benevolence,love,"politics|health, hygiene and welfare|art and culture|leisure and entertainment|medium viral|childish|picture|tv and radio|feeding|financial, banks and economy",5,1,7,3,9,10,6,7,4,1,10,12,3,11,3,5,7,7,5,1,1,9
131,0,97,5,98,1,85,extraversion,conformity,liberty,tv and radio|art and culture|industry and energy|politics|leisure and entertainment|philosophy|travels|environment|theater and musical films|comic,9,4,1,6,1,1,8,4,9,6,5,12,9,9,3,8,3,7,1,9,1,5
132,0,96,45,45,98,3,conscientiousness,universalism,self-expresion,,8,2,4,3,6,8,8,4,6,1,8,12,7,4,6,1,8,8,2,11,4,2
133,1,90,1,1,65,1,neuroticism,self-direction,harmony,"financial, banks and economy|politics|professional services|electronics and computers|health, hygiene and welfare|insurance|internet and telecommunications|feeding|medium viral|industry and energy",10,5,5,1,5,9,8,4,3,2,11,12,9,9,4,4,1,3,4,1,7,7
134,0,75,97,80,15,5,agreeableness,benevolence,harmony,"health, hygiene and welfare|philosophy|politics|feeding|social networks|social groups|leisure and entertainment|internet and telecommunications|art and culture|environment",9,1,4,5,8,9,5,7,3,1,9,12,9,9,3,4,1,4,8,4,7,2
135,0,97,20,95,90,1,neuroticism,achievement,excitement,"politics|philosophy|health, hygiene and welfare|feeding|social networks|financial, banks and economy|organizations|animals and pets|art and culture|ngos and causes",1,2,10,6,4,8,4,6,8,2,11,12,8,3,1,1,8,6,3,3,7,10
136,1,10,2,3,5,60,openness,universalism,self-expresion,"tv and radio|industry and energy|video game|electronics and computers|media|motor|art and culture|home and housing|animals and pets|health, hygiene and welfare",6,3,9,2,7,10,5,7,3,1,9,12,2,11,4,1,2,9,4,8,4,4
137,1,90,1,1,1,55,neuroticism,benevolence,curiosity,beauty|military|industry and energy|politics|motor|fashion|comic|sports|internet and telecommunications|environment,8,1,1,6,6,8,4,8,1,5,10,12,1,11,6,7,4,1,5,1,7,9
138,1,90,4,75,45,20,neuroticism,universalism,curiosity,"politics|health, hygiene and welfare|art and culture|financial, banks and economy|feeding|medium viral|media|animals and pets|professional services|electronics and computers",8,3,6,3,6,8,2,8,5,1,8,12,1,10,3,3,5,6,1,7,11,8
139,0,1,1,1,1,45,openness,tradition,structure,"health, hygiene and welfare|medium viral|insurance|financial, banks and economy|politics|travels|home and housing|electronics and computers|ngos and causes|tv and radio",10,5,5,4,3,9,5,8,1,1,4,12,6,8,6,2,4,11,9,9,2,1
140,1,15,30,15,10,50,openness,benevolence,self-expresion,"feeding|health, hygiene and welfare|politics|military|tv and radio|internet and telecommunications|social networks|ngos and causes|social groups|education",4,1,9,4,7,10,2,8,4,2,9,12,4,11,4,1,4,2,2,7,9,7
141,1,95,15,90,90,90,neuroticism,universalism,structure,"feeding|sports|health, hygiene and welfare|motor|home and housing|science|politics|environment|leisure and entertainment|shopping",4,3,8,6,2,10,7,4,8,1,4,12,11,7,2,2,7,4,10,7,4,1
142,1,30,20,1,85,40,conscientiousness,universalism,self-expresion,social networks|tv and radio|media|music|art and culture|medium viral|comic|internet and telecommunications|professional services|environment,9,5,5,3,2,9,7,7,3,1,2,12,9,11,2,1,4,6,6,6,10,4
143,0,90,96,90,1,10,agreeableness,universalism,liberty,shopping|politics|motor|sports|feeding|fashion|organizations|industry and energy|insurance|leisure and entertainment,4,7,4,3,2,7,10,6,7,1,2,12,9,10,2,4,5,6,1,10,6,6
144,0,90,70,99,5,15,extraversion,benevolence,ideals,picture|artworks|social networks|travels|philosophy|leisure and entertainment|comic|social groups|sports|motor,8,1,6,6,1,8,5,8,3,3,5,12,9,9,2,2,2,1,6,6,9,6
145,0,90,97,5,98,99,openness,benevolence,liberty,,9,1,8,5,6,6,2,9,4,2,6,12,8,11,10,2,2,4,1,8,5,6
146,1,97,15,80,97,98,openness,benevolence,challenge,"insurance|health, hygiene and welfare|feeding|medium viral|politics|financial, banks and economy|media|philosophy|home and housing|military",7,1,4,6,1,9,1,9,8,5,1,12,1,5,10,3,8,7,6,10,8,3
147,1,45,1,3,2,30,neuroticism,benevolence,self-expresion,"health, hygiene and welfare|feeding|leisure and entertainment|politics|social networks|weather|motor|philosophy|comic|woman",6,1,2,6,9,10,4,8,4,2,2,12,8,8,6,1,4,10,6,11,2,4
148,1,2,98,99,99,90,extraversion,self-indulgence,self-expresion,motor|electronics and computers|military|tv and radio|science|education|feeding|art and culture|insurance|social networks,5,8,2,9,1,4,2,5,9,7,6,12,7,10,7,1,4,1,1,5,10,7
149,1,30,15,3,90,90,openness,universalism,excitement,comic|art and culture|leisure and entertainment|motor|politics|electronics and computers|education|tv and radio|social networks|media,8,2,5,7,3,8,5,10,3,1,8,12,10,10,1,7,1,9,1,5,5,4
150,1,75,5,1,1,25,neuroticism,benevolence,practicality,"philosophy|weather|feeding|leisure and entertainment|health, hygiene and welfare|environment|politics|alcoholic drinks|social networks|internet and telecommunications",7,1,4,3,7,10,4,6,7,1,8,12,3,9,7,3,5,9,6,9,1,1
151,1,20,70,10,5,25,agreeableness,universalism,ideals,tv and radio|art and culture|theater and musical films|education|industry and energy|electronics and computers|organizations|shopping|politics|motor,9,4,8,2,2,9,6,6,5,1,10,12,10,6,3,5,6,1,3,2,8,8
152,0,1,20,99,10,2,extraversion,self-direction,excitement,"shopping|leisure and entertainment|art and culture|social networks|travels|picture|artworks|health, hygiene and welfare|fashion|feeding",7,6,8,1,1,9,9,3,5,3,4,12,4,10,1,7,6,3,1,8,9,10
153,1,3,1,80,98,10,conscientiousness,benevolence,curiosity,"health, hygiene and welfare|feeding|leisure and entertainment|financial, banks and economy|travels|art and culture|electronics and computers|religion|motor|education",7,1,7,1,1,9,10,5,5,1,5,12,1,11,2,6,8,4,3,9,6,9
154,2,10,90,5,90,4,conscientiousness,universalism,self-expresion,"sports|politics|health, hygiene and welfare|philosophy|ngos and causes|financial, banks and economy|internet and telecommunications|feeding|industry and energy|insurance",5,2,5,5,8,8,2,10,2,1,6,12,4,11,3,1,4,8,2,6,10,9
155,1,85,2,90,45,75,extraversion,benevolence,stability,feeding|home and housing|music|politics|fashion|philosophy|ngos and causes|shopping|social networks|industry and energy,8,1,8,2,5,10,4,6,7,2,8,12,11,1,5,7,2,8,6,4,2,8
156,0,70,3,90,25,96,openness,self-direction,curiosity,,6,3,10,1,2,6,3,8,8,5,7,12,1,10,3,5,10,6,3,1,9,8
157,2,1,1,97,95,90,extraversion,achievement,challenge,"social networks|philosophy|home and housing|alcoholic drinks|insurance|drinks without alcohol|feeding|health, hygiene and welfare|tv and radio|organizations",1,1,6,5,7,8,1,8,8,1,1,12,4,8,6,8,6,8,5,8,1,1
158,1,99,15,96,70,99,openness,self-direction,challenge,,7,3,6,1,1,10,8,5,8,4,1,12,9,9,4,4,2,6,9,3,8,6
159,1,85,2,35,35,45,neuroticism,self-direction,challenge,"politics|health, hygiene and welfare|financial, banks and economy|feeding|art and culture|philosophy|internet and telecommunications|electronics and computers|medium viral|insurance",3,3,9,1,6,10,6,8,2,3,1,12,3,6,8,5,11,6,8,10,3,2
160,1,1,1,75,99,15,conscientiousness,benevolence,curiosity,"feeding|health, hygiene and welfare|industry and energy|organizations|politics|home and housing|tv and radio|financial, banks and economy|sports|motor",4,1,5,8,1,8,10,7,3,5,8,12,1,10,7,1,5,5,3,10,3,8
161,1,10,30,99,1,50,extraversion,security,self-expresion,,8,3,5,8,6,7,1,8,1,3,3,12,7,10,2,1,3,5,7,7,10,6
162,1,10,75,40,1,35,agreeableness,self-indulgence,self-expresion,internet and telecommunications|medium viral|electronics and computers|media|social networks|industry and energy|tv and radio|leisure and entertainment|organizations|fashion,3,9,8,3,1,6,7,3,9,1,2,12,10,10,6,1,8,4,8,5,3,7
163,0,97,1,15,55,25,neuroticism,benevolence,harmony,,8,1,8,6,4,10,2,6,2,4,8,12,5,10,8,5,1,1,7,1,4,11
164,1,85,50,1,10,1,neuroticism,self-direction,challenge,"politics|religion|feeding|health, hygiene and welfare|social groups|medium viral|environment|financial, banks and economy|books|media",9,6,5,1,6,9,4,6,1,1,1,12,1,9,5,3,10,10,3,7,8,6
165,2,90,10,1,90,20,conscientiousness,benevolence,love,"health, hygiene and welfare|politics|financial, banks and economy|feeding|philosophy|internet and telecommunications|electronics and computers|environment|education|insurance",9,1,6,2,7,9,5,8,2,2,10,12,2,11,8,6,2,4,9,1,6,4
166,1,96,5,55,1,85,neuroticism,benevolence,harmony,"art and culture|electronics and computers|politics|industry and energy|health, hygiene and welfare|feeding|tv and radio|medium viral|environment|video game",9,1,7,2,4,10,5,8,5,2,10,12,3,6,9,11,1,3,6,2,6,3
167,0,1,35,97,25,4,extraversion,self-indulgence,ideals,"motor|insurance|organizations|health, hygiene and welfare|electronics and computers|home and housing|professional services|artworks|picture|philosophy",10,6,3,3,1,8,3,2,8,6,8,12,4,8,6,3,11,1,1,6,5,8
168,0,85,1,10,80,4,neuroticism,self-direction,stability,"internet and telecommunications|home and housing|electronics and computers|professional services|health, hygiene and welfare|beauty|tv and radio|financial, banks and economy|animals and pets|social networks",9,4,6,1,5,10,6,8,1,1,3,12,4,1,8,4,11,4,10,4,8,2
169,0,97,5,1,25,70,neuroticism,benevolence,self-expresion,feeding|science|professional services|organizations|philosophy|art and culture|home and housing|travels|leisure and entertainment|environment,8,1,6,5,2,8,8,3,6,4,10,12,10,8,3,1,7,5,2,8,4,5
170,2,97,5,10,5,2,neuroticism,benevolence,practicality,"health, hygiene and welfare|feeding|leisure and entertainment|politics|social networks|medium viral|environment|electronics and computers|art and culture|tv and radio",9,1,7,3,3,10,7,5,5,1,8,12,11,6,3,3,6,10,3,8,1,2
171,1,90,35,10,70,90,openness,benevolence,challenge,,9,1,8,3,1,10,3,5,5,5,1,12,11,2,2,4,7,9,10,5,5,7
172,1,55,96,95,5,99,openness,benevolence,harmony,"education|tv and radio|alcoholic drinks|philosophy|politics|art and culture|internet and telecommunications|health, hygiene and welfare|comic|leisure and entertainment",6,1,8,6,1,10,4,9,4,1,11,12,9,9,5,6,1,4,6,1,3,6
173,0,1,30,97,20,20,extraversion,benevolence,challenge,social networks|tv and radio|music|social groups|leisure and entertainment|medium viral|art and culture|industry and energy|environment|politics,8,1,5,4,7,10,3,9,2,5,1,12,2,5,9,6,2,6,4,6,9,11
174,1,4,35,98,97,4,extraversion,benevolence,self-expresion,"beauty|politics|art and culture|feeding|comic|health, hygiene and welfare|ngos and causes|alcoholic drinks|education|philosophy",9,1,6,3,1,10,6,4,6,5,4,12,10,7,4,1,8,10,8,4,3,1
175,1,1,75,60,98,2,conscientiousness,benevolence,practicality,medium viral|feeding|tv and radio|social networks|electronics and computers|industry and energy|internet and telecommunications|motor|media|picture,3,1,3,6,8,9,9,6,3,1,9,12,2,11,2,5,8,10,2,7,1,5
176,0,97,1,80,1,2,neuroticism,power,ideals,video game|leisure and entertainment|medium viral|tv and radio|social networks|internet and telecommunications|art and culture|comic|politics|theater and musical films,8,10,6,4,2,1,2,4,6,9,10,12,9,7,3,3,8,1,3,2,10,3
177,1,2,96,50,45,98,openness,benevolence,stability,social networks|social groups|shopping|theater and musical films|artworks|art and culture|weather|comic|environment|religion,9,1,6,4,8,9,4,7,1,1,10,12,6,1,3,11,2,8,9,3,5,6
178,0,75,75,35,99,95,conscientiousness,self-direction,stability,social networks|tv and radio|childish|politics|feeding|industry and energy|art and culture|home and housing|medium viral|environment,3,6,6,1,5,10,9,4,6,1,3,12,11,1,7,3,9,6,10,7,5,1
179,1,97,5,1,1,80,neuroticism,conformity,harmony,"insurance|motor|fashion|health, hygiene and welfare|politics|electronics and computers|sports|military|philosophy|weather",8,5,1,6,7,8,1,8,1,1,5,12,7,9,2,9,1,4,2,5,9,7
180,1,75,20,60,95,70,conscientiousness,universalism,love,"motor|politics|electronics and computers|tv and radio|insurance|health, hygiene and welfare|internet and telecommunications|medium viral|military|financial, banks and economy",9,2,4,2,7,9,4,8,4,1,11,12,8,7,3,6,2,5,3,1,10,8
181,1,70,85,90,98,60,conscientiousness,universalism,love,"health, hygiene and welfare|environment|electronics and computers|motor|insurance|politics|medium viral|art and culture|tv and radio|feeding",9,2,6,2,5,10,6,6,2,1,10,12,4,11,2,5,8,2,6,1,8,6
182,1,90,1,1,55,35,neuroticism,universalism,self-expresion,"health, hygiene and welfare|politics|feeding|financial, banks and economy|philosophy|art and culture|insurance|ngos and causes|medium viral|environment",7,2,7,2,6,10,5,7,4,1,6,12,3,11,5,1,9,6,1,3,10,8
183,1,85,97,98,97,99,openness,benevolence,excitement,,6,1,3,5,9,10,8,4,6,1,10,12,6,11,1,7,3,8,3,3,1,9
184,0,97,5,15,65,2,neuroticism,conformity,stability,"motor|professional services|industry and energy|military|organizations|feeding|financial, banks and economy|travels|sports|electronics and computers",4,4,1,7,1,9,1,8,9,6,2,12,9,1,5,2,8,6,2,9,9,7
185,2,45,96,98,70,90,extraversion,benevolence,harmony,"education|travels|science|politics|financial, banks and economy|electronics and computers|childish|tv and radio|home and housing|environment",9,1,5,3,5,10,5,8,3,1,10,12,8,4,6,10,1,1,6,3,9,4
186,1,75,25,15,35,98,openness,benevolence,self-expresion,"health, hygiene and welfare|feeding|politics|financial, banks and economy|insurance|media|medium viral|home and housing|leisure and entertainment|environment",9,1,7,4,7,10,4,6,3,1,11,12,4,8,5,1,2,9,5,9,2,5
187,0,85,97,1,1,1,agreeableness,security,challenge,,8,4,6,4,2,10,1,6,8,2,1,12,2,10,5,7,8,2,2,6,8,10
188,0,40,20,1,3,15,neuroticism,universalism,challenge,"insurance|politics|shopping|tv and radio|feeding|ngos and causes|animals and pets|health, hygiene and welfare|financial, banks and economy|drinks without alcohol",9,2,3,6,7,9,5,7,3,1,1,12,5,10,7,3,5,9,8,11,4,1
189,0,96,1,45,3,55,neuroticism,achievement,structure,"art and culture|music|ngos and causes|tv and radio|shopping|financial, banks and economy|professional services|feeding|health, hygiene and welfare|electronics and computers",1,8,8,1,1,1,6,5,8,6,7,12,5,7,3,6,10,10,3,7,2,1
190,1,50,55,45,1,20,agreeableness,self-indulgence,stability,,5,3,5,7,1,10,2,8,9,3,4,12,11,1,8,8,1,5,10,5,5,1
191,0,90,96,95,15,97,openness,self-direction,curiosity,"sports|motor|feeding|health, hygiene and welfare|media|politics|industry and energy|animals and pets|military|video game",5,4,9,1,7,5,3,7,9,1,11,12,1,6,3,3,5,6,1,9,6,10
192,1,90,1,1,85,35,neuroticism,self-direction,self-expresion,"environment|medium viral|health, hygiene and welfare|insurance|weather|leisure and entertainment|financial, banks and economy|drinks without alcohol|politics|industry and energy",8,6,7,1,2,9,2,5,9,2,6,12,6,9,2,1,4,11,4,3,9,6
193,1,97,1,1,25,1,neuroticism,benevolence,self-expresion,"health, hygiene and welfare|feeding|politics|industry and energy|picture|home and housing|social groups|artworks|financial, banks and economy|comic",8,1,3,8,1,10,5,7,3,6,9,12,4,10,3,1,7,5,1,5,8,10
194,0,40,1,97,20,20,extraversion,benevolence,practicality,"health, hygiene and welfare|politics|financial, banks and economy|feeding|electronics and computers|industry and energy|insurance|environment|ngos and causes|home and housing",8,1,7,1,4,10,5,8,5,1,6,12,5,10,2,4,7,10,9,8,1,2
195,1,96,3,30,1,25,neuroticism,tradition,self-expresion,,9,5,5,3,4,9,8,7,1,1,11,12,3,5,7,1,3,1,6,7,7,10
196,1,1,85,1,1,30,agreeableness,self-direction,curiosity,,9,3,7,1,4,9,7,4,6,1,2,12,1,11,2,2,9,6,2,9,7,7
197,0,97,65,85,96,65,neuroticism,universalism,stability,,9,2,4,6,8,10,6,4,2,1,11,12,3,1,9,3,2,6,6,10,8,3
198,1,75,65,1,4,45,neuroticism,universalism,harmony,"art and culture|comic|politics|health, hygiene and welfare|industry and energy|feeding|tv and radio|leisure and entertainment|medium viral|insurance",3,2,8,3,3,10,3,9,3,1,11,12,5,10,4,5,1,8,9,5,2,2
199,0,20,3,80,15,4,extraversion,benevolence,self-expresion,"art and culture|comic|politics|health, hygiene and welfare|tv and radio|internet and telecommunications|social networks|media|feeding|financial, banks and economy",5,1,2,4,5,10,7,9,8,2,8,12,4,8,6,1,5,6,8,11,1,3
200,0,75,1,1,90,98,openness,benevolence,liberty,"motor|insurance|health, hygiene and welfare|electronics and computers|ngos and causes|environment|financial, banks and economy|organizations|philosophy|shopping",9,1,7,2,2,9,7,6,5,2,3,12,6,11,2,3,9,9,1,7,3,8
201,0,30,1,75,90,55,conscientiousness,benevolence,practicality,,9,1,6,1,7,9,4,8,5,1,10,12,2,7,7,9,2,6,4,4,1,10
202,1,85,1,1,25,3,neuroticism,universalism,harmony,"feeding|health, hygiene and welfare|electronics and computers|social networks|tv and radio|industry and energy|media|ngos and causes|environment|leisure and entertainment",8,4,2,7,6,10,2,9,4,1,10,12,4,3,9,6,1,8,6,10,4,1
